Time, Value
21:48:15, 10
21:48:15, 29
21:48:15, 53
21:48:15, 88
21:48:15, 119
21:48:15, 128
21:48:15, 128
21:48:15, 113
21:48:15, 75
21:48:15, 49
21:48:15, 37
21:48:15, 64
21:48:15, 103
21:48:15, 130
21:48:15, 132
21:48:15, 118
21:48:15, 91
21:48:15, 69
21:48:15, 64
21:48:15, 83
21:48:15, 122
21:48:15, 145
21:48:15, 130
21:48:15, 115
21:48:15, 97
21:48:15, 61
21:48:15, 41
21:48:15, 37
21:48:15, 54
21:48:15, 80
21:48:15, 73
21:48:15, 60
21:48:15, 42
21:48:15, -1
21:48:15, -26
21:48:15, -22
21:48:15, -4
21:48:15, 28
21:48:15, 43
21:48:15, 28
21:48:15, 20
21:48:15, 9
21:48:15, 9
21:48:15, 17
21:48:15, 8
21:48:15, 12
21:48:15, 42
21:48:15, 72
21:48:15, 98
21:48:15, 124
21:48:15, 113
21:48:15, 87
21:48:15, 71
21:48:15, 57
21:48:15, 74
21:48:15, 115
21:48:15, 125
21:48:15, 120
21:48:15, 104
21:48:15, 77
21:48:15, 73
21:48:15, 72
21:48:15, 85
21:48:15, 116
21:48:15, 131
21:48:15, 108
21:48:15, 85
21:48:15, 65
21:48:15, 60
21:48:15, 71
21:48:15, 73
21:48:15, 85
21:48:15, 100
21:48:15, 96
21:48:15, 92
21:48:15, 92
21:48:15, 70
21:48:15, 40
21:48:15, 25
21:48:15, 28
21:48:15, 45
21:48:15, 53
21:48:15, 55
21:48:15, 49
21:48:15, 17
21:48:15, -13
21:48:15, -27
21:48:15, -37
21:48:15, -28
21:48:15, -4
21:48:15, 8
21:48:15, 10
21:48:15, -8
21:48:15, -33
21:48:15, -35
21:48:15, -41
21:48:15, -50
21:48:15, -25
21:48:15, 7
21:48:15, 26
21:48:15, 38
21:48:15, 22
21:48:15, -19
21:48:15, -49
21:48:15, -52
21:48:15, -26
21:48:15, 21
21:48:15, 43
21:48:15, 50
21:48:15, 35
21:48:15, 1
21:48:15, -4
21:48:15, 13
21:48:15, 22
21:48:15, 48
21:48:15, 88
21:48:15, 103
21:48:15, 86
21:48:15, 43
21:48:15, 17
21:48:15, 34
21:48:15, 58
21:48:15, 80
21:48:15, 89
21:48:15, 82
21:48:15, 72
21:48:15, 60
21:48:15, 28
21:48:15, 4
21:48:15, 6
21:48:15, 18
21:48:15, 40
21:48:15, 55
21:48:15, 56
21:48:15, 51
21:48:15, 48
21:48:15, 50
21:48:15, 54
21:48:15, 58
21:48:15, 75
21:48:15, 100
21:48:15, 100
21:48:15, 88
21:48:15, 76
21:48:15, 58
21:48:15, 65
21:48:15, 76
21:48:15, 77
21:48:15, 85
21:48:15, 102
21:48:15, 100
21:48:15, 96
21:48:15, 72
21:48:15, 33
21:48:15, 19
21:48:15, 21
21:48:15, 27
21:48:15, 53
21:48:15, 70
21:48:15, 70
21:48:15, 68
21:48:15, 53
21:48:15, 38
21:48:15, 37
21:48:15, 36
21:48:15, 42
21:48:15, 58
21:48:15, 64
21:48:15, 64
21:48:15, 44
21:48:15, 7
21:48:15, -10
21:48:15, -11
21:48:15, 6
21:48:15, 35
21:48:15, 44
21:48:15, 36
21:48:15, 16
21:48:15, -10
21:48:15, -13
21:48:15, 8
21:48:15, 27
21:48:15, 48
21:48:15, 66
21:48:15, 64
21:48:15, 54
21:48:15, 41
21:48:15, 36
21:48:15, 50
21:48:15, 57
21:48:15, 58
21:48:15, 76
21:48:15, 99
21:48:15, 108
21:48:15, 107
21:48:15, 77
21:48:15, 64
21:48:15, 70
21:48:15, 71
21:48:15, 84
21:48:15, 91
21:48:15, 88
21:48:15, 87
21:48:15, 69
21:48:15, 36
21:48:15, 44
21:48:15, 64
21:48:15, 59
21:48:15, 59
21:48:15, 65
21:48:15, 67
21:48:15, 66
21:48:15, 45
21:48:15, 26
21:48:15, 21
21:48:15, 19
21:48:15, 36
21:48:15, 67
21:48:15, 81
21:48:15, 84
21:48:15, 70
21:48:15, 41
21:48:15, 25
21:48:15, 27
21:48:15, 56
21:48:15, 98
21:48:15, 103
21:48:15, 88
21:48:15, 84
21:48:15, 65
21:48:15, 50
21:48:15, 73
21:48:15, 97
21:48:15, 99
21:48:15, 97
21:48:15, 92
21:48:15, 98
21:48:15, 92
21:48:15, 76
21:48:15, 73
21:48:15, 89
21:48:15, 108
21:48:15, 123
21:48:15, 124
21:48:15, 121
21:48:15, 120
21:48:15, 97
21:48:15, 73
21:48:15, 68
21:48:15, 67
21:48:15, 80
21:48:15, 92
21:48:15, 96
21:48:15, 91
21:48:15, 74
21:48:15, 39
21:48:15, 11
21:48:15, 12
21:48:15, 21
21:48:15, 37
21:48:15, 52
21:48:15, 58
21:48:15, 54
21:48:15, 33
21:48:15, 2
21:48:15, 4
21:48:15, 22
21:48:15, 35
21:48:15, 57
21:48:15, 60
21:48:15, 52
21:48:15, 54
21:48:15, 58
21:48:15, 66
21:48:15, 69
21:48:15, 68
21:48:15, 81
21:48:15, 101
21:48:15, 115
21:48:15, 119
21:48:15, 89
21:48:15, 42
21:48:15, 28
21:48:15, 40
21:48:15, 75
21:48:15, 112
21:48:15, 101
21:48:15, 88
21:48:15, 88
21:48:15, 72
21:48:15, 65
21:48:15, 67
21:48:15, 57
21:48:15, 50
21:48:15, 43
21:48:15, 40
21:48:15, 54
21:48:15, 58
21:48:15, 43
21:48:15, 41
21:48:15, 55
21:48:15, 67
21:48:15, 81
21:48:15, 87
21:48:15, 76
21:48:15, 56
21:48:15, 24
21:48:15, 11
21:48:15, 11
21:48:15, 5
21:48:15, 10
21:48:15, 36
21:48:15, 49
21:48:15, 59
21:48:15, 59
21:48:15, 39
21:48:15, 13
21:48:15, -3
21:48:15, -2
21:48:15, 29
21:48:15, 52
21:48:15, 54
21:48:15, 57
21:48:15, 49
21:48:15, 24
21:48:15, 5
21:48:15, 2
21:48:15, 34
21:48:15, 82
21:48:15, 107
21:48:15, 113
21:48:15, 101
21:48:15, 74
21:48:15, 51
21:48:15, 41
21:48:15, 54
21:48:15, 89
21:48:15, 109
21:48:15, 109
21:48:15, 115
21:48:15, 101
21:48:15, 75
21:48:15, 69
21:48:15, 65
21:48:15, 83
21:48:15, 103
21:48:15, 88
21:48:15, 67
21:48:15, 48
21:48:15, 17
21:48:15, 6
21:48:15, 11
21:48:15, 26
21:48:15, 58
21:48:15, 67
21:48:15, 53
21:48:15, 48
21:48:15, 43
21:48:15, 43
21:48:15, 36
21:48:15, 16
21:48:15, 16
21:48:15, 37
21:48:15, 54
21:48:15, 69
21:48:15, 66
21:48:15, 36
21:48:15, 13
21:48:15, 21
21:48:15, 41
21:48:15, 70
21:48:15, 87
21:48:15, 89
21:48:15, 97
21:48:15, 87
21:48:15, 65
21:48:15, 57
21:48:15, 67
21:48:15, 92
21:48:15, 118
21:48:15, 131
21:48:15, 134
21:48:15, 119
21:48:15, 87
21:48:15, 66
21:48:15, 60
21:48:15, 74
21:48:15, 113
21:48:15, 149
21:48:15, 156
21:48:15, 145
21:48:15, 113
21:48:15, 88
21:48:15, 92
21:48:15, 98
21:48:15, 97
21:48:15, 103
21:48:15, 113
21:48:15, 133
21:48:15, 145
21:48:15, 124
21:48:15, 98
21:48:15, 81
21:48:15, 74
21:48:15, 96
21:48:15, 114
21:48:15, 113
21:48:15, 97
21:48:15, 67
21:48:15, 41
21:48:15, 37
21:48:15, 32
21:48:15, 32
21:48:15, 52
21:48:15, 75
21:48:15, 89
21:48:15, 74
21:48:15, 43
21:48:15, 29
21:48:15, 27
21:48:15, 24
21:48:15, 25
21:48:15, 20
21:48:15, 6
21:48:15, 2
21:48:15, -4
21:48:15, -12
21:48:15, -13
21:48:15, -12
21:48:15, 0
21:48:15, 27
21:48:15, 38
21:48:15, 25
21:48:15, 10
21:48:15, 0
21:48:15, 5
21:48:15, 20
21:48:15, 26
21:48:15, 44
21:48:15, 64
21:48:15, 69
21:48:15, 72
21:48:15, 59
21:48:15, 43
21:48:15, 51
21:48:15, 70
21:48:16, 88
21:48:16, 120
21:48:16, 144
21:48:16, 141
21:48:16, 122
21:48:16, 88
21:48:16, 74
21:48:16, 83
21:48:16, 89
21:48:16, 102
21:48:16, 109
21:48:16, 115
21:48:16, 125
21:48:16, 120
21:48:16, 88
21:48:16, 70
21:48:16, 58
21:48:16, 71
21:48:16, 105
21:48:16, 106
21:48:16, 84
21:48:16, 65
21:48:16, 29
21:48:16, -8
21:48:16, -35
21:48:16, -45
21:48:16, -36
21:48:16, -17
21:48:16, -13
21:48:16, -20
21:48:16, -33
21:48:16, -45
21:48:16, -38
21:48:16, -11
21:48:16, 4
21:48:16, 17
21:48:16, 19
21:48:16, 21
21:48:16, 18
21:48:16, 3
21:48:16, -17
21:48:16, -21
21:48:16, -19
21:48:16, -6
21:48:16, 11
21:48:16, 32
21:48:16, 52
21:48:16, 48
21:48:16, 23
21:48:16, 16
21:48:16, 21
21:48:16, 24
21:48:16, 51
21:48:16, 72
21:48:16, 81
21:48:16, 92
21:48:16, 83
21:48:16, 64
21:48:16, 59
21:48:16, 60
21:48:16, 75
21:48:16, 109
21:48:16, 130
21:48:16, 144
21:48:16, 137
21:48:16, 112
21:48:16, 100
21:48:16, 96
21:48:16, 106
21:48:16, 136
21:48:16, 151
21:48:16, 147
21:48:16, 137
21:48:16, 121
21:48:16, 109
21:48:16, 105
21:48:16, 92
21:48:16, 100
21:48:16, 132
21:48:16, 154
21:48:16, 157
21:48:16, 136
21:48:16, 106
21:48:16, 97
21:48:16, 97
21:48:16, 91
21:48:16, 91
21:48:16, 90
21:48:16, 86
21:48:16, 90
21:48:16, 72
21:48:16, 36
21:48:16, 18
21:48:16, 10
21:48:16, 26
21:48:16, 51
21:48:16, 44
21:48:16, 37
21:48:16, 35
21:48:16, 24
21:48:16, 10
21:48:16, 4
21:48:16, 3
21:48:16, 22
21:48:16, 45
21:48:16, 60
21:48:16, 75
21:48:16, 65
21:48:16, 34
21:48:16, 18
21:48:16, 12
21:48:16, 26
21:48:16, 66
21:48:16, 83
21:48:16, 71
21:48:16, 58
21:48:16, 51
21:48:16, 66
21:48:16, 76
21:48:16, 74
21:48:16, 89
21:48:16, 108
21:48:16, 108
21:48:16, 101
21:48:16, 83
21:48:16, 56
21:48:16, 33
21:48:16, 21
21:48:16, 36
21:48:16, 67
21:48:16, 82
21:48:16, 86
21:48:16, 86
21:48:16, 64
21:48:16, 26
21:48:16, 17
21:48:16, 27
21:48:16, 58
21:48:16, 84
21:48:16, 85
21:48:16, 73
21:48:16, 38
21:48:16, 2
21:48:16, 3
21:48:16, 7
21:48:16, 22
21:48:16, 61
21:48:16, 91
21:48:16, 92
21:48:16, 72
21:48:16, 38
21:48:16, 24
21:48:16, 27
21:48:16, 32
21:48:16, 51
21:48:16, 74
21:48:16, 85
21:48:16, 91
21:48:16, 92
21:48:16, 84
21:48:16, 75
21:48:16, 59
21:48:16, 57
21:48:16, 83
21:48:16, 97
21:48:16, 93
21:48:16, 92
21:48:16, 77
21:48:16, 58
21:48:16, 64
21:48:16, 85
21:48:16, 108
21:48:16, 124
21:48:16, 122
21:48:16, 117
21:48:16, 91
21:48:16, 55
21:48:16, 59
21:48:16, 75
21:48:16, 83
21:48:16, 92
21:48:16, 99
21:48:16, 104
21:48:16, 99
21:48:16, 72
21:48:16, 49
21:48:16, 45
21:48:16, 51
21:48:16, 64
21:48:16, 80
21:48:16, 75
21:48:16, 66
21:48:16, 45
21:48:16, 25
21:48:16, 28
21:48:16, 38
21:48:16, 36
21:48:16, 44
21:48:16, 56
21:48:16, 50
21:48:16, 39
21:48:16, 19
21:48:16, 3
21:48:16, 0
21:48:16, -1
21:48:16, 19
21:48:16, 39
21:48:16, 33
21:48:16, 33
21:48:16, 33
21:48:16, 9
21:48:16, -8
21:48:16, -21
21:48:16, -17
21:48:16, 19
21:48:16, 32
21:48:16, 11
21:48:16, 9
21:48:16, 10
21:48:16, 5
21:48:16, 9
21:48:16, 11
21:48:16, 25
21:48:16, 55
21:48:16, 70
21:48:16, 70
21:48:16, 59
21:48:16, 38
21:48:16, 27
21:48:16, 28
21:48:16, 36
21:48:16, 58
21:48:16, 83
21:48:16, 86
21:48:16, 86
21:48:16, 70
21:48:16, 53
21:48:16, 57
21:48:16, 70
21:48:16, 93
21:48:16, 125
21:48:16, 125
21:48:16, 113
21:48:16, 101
21:48:16, 73
21:48:16, 66
21:48:16, 74
21:48:16, 89
21:48:16, 114
21:48:16, 129
21:48:16, 132
21:48:16, 133
21:48:16, 108
21:48:16, 74
21:48:16, 66
21:48:16, 76
21:48:16, 103
21:48:16, 124
21:48:16, 116
21:48:16, 100
21:48:16, 85
21:48:16, 71
21:48:16, 75
21:48:16, 86
21:48:16, 74
21:48:16, 74
21:48:16, 82
21:48:16, 68
21:48:16, 60
21:48:16, 58
21:48:16, 41
21:48:16, 27
21:48:16, 17
21:48:16, 25
21:48:16, 55
21:48:16, 72
21:48:16, 66
21:48:16, 49
21:48:16, 20
21:48:16, 8
21:48:16, 24
21:48:16, 38
21:48:16, 49
21:48:16, 43
21:48:16, 32
21:48:16, 36
21:48:16, 39
21:48:16, 21
21:48:16, 6
21:48:16, -3
21:48:16, 5
21:48:16, 35
21:48:16, 39
21:48:16, 27
21:48:16, 22
21:48:16, 10
21:48:16, 8
21:48:16, 17
21:48:16, 32
21:48:16, 53
21:48:16, 54
21:48:16, 44
21:48:16, 56
21:48:16, 70
21:48:16, 60
21:48:16, 56
21:48:16, 49
21:48:16, 45
21:48:16, 59
21:48:16, 76
21:48:16, 99
21:48:16, 122
21:48:16, 98
21:48:16, 58
21:48:16, 53
21:48:16, 65
21:48:16, 88
21:48:16, 119
21:48:16, 134
21:48:16, 128
21:48:16, 115
21:48:16, 96
21:48:16, 85
21:48:16, 88
21:48:16, 93
21:48:16, 121
21:48:16, 141
21:48:16, 146
21:48:16, 141
21:48:16, 124
21:48:16, 100
21:48:16, 88
21:48:16, 85
21:48:16, 90
21:48:16, 89
21:48:16, 90
21:48:16, 116
21:48:16, 108
21:48:16, 64
21:48:16, 44
21:48:16, 39
21:48:16, 22
21:48:16, 27
21:48:16, 67
21:48:16, 90
21:48:16, 77
21:48:16, 34
21:48:16, -9
21:48:16, -27
21:48:16, -37
21:48:16, -24
21:48:16, -8
21:48:16, 1
21:48:16, 8
21:48:16, 18
21:48:16, -4
21:48:16, -35
21:48:16, -34
21:48:16, -11
21:48:16, 26
21:48:16, 54
21:48:16, 61
21:48:16, 57
21:48:16, 26
21:48:16, -1
21:48:16, -6
21:48:16, -9
21:48:16, -1
21:48:16, 32
21:48:16, 28
21:48:16, 20
21:48:16, 23
21:48:16, 13
21:48:16, 0
21:48:16, -18
21:48:16, -39
21:48:16, -41
21:48:16, -30
21:48:16, -30
21:48:16, -33
21:48:16, -62
21:48:16, -115
21:48:16, -134
21:48:16, -133
21:48:16, -109
21:48:16, -85
21:48:16, -83
21:48:16, -94
21:48:16, -125
21:48:16, -180
21:48:16, -212
21:48:16, -209
21:48:16, -193
21:48:16, -182
21:48:16, -189
21:48:16, -201
21:48:16, -205
21:48:16, -229
21:48:16, -264
21:48:16, -277
21:48:16, -268
21:48:16, -259
21:48:16, -244
21:48:16, -238
21:48:16, -248
21:48:16, -260
21:48:16, -274
21:48:16, -281
21:48:16, -283
21:48:16, -283
21:48:16, -260
21:48:16, -228
21:48:16, -217
21:48:16, -218
21:48:16, -246
21:48:16, -280
21:48:16, -291
21:48:16, -281
21:48:16, -252
21:48:16, -210
21:48:16, -199
21:48:16, -210
21:48:16, -203
21:48:16, -197
21:48:16, -195
21:48:16, -177
21:48:16, -152
21:48:16, -124
21:48:16, -101
21:48:16, -92
21:48:16, -85
21:48:16, -76
21:48:16, -77
21:48:16, -70
21:48:16, -52
21:48:16, -38
21:48:16, -14
21:48:16, 16
21:48:16, 52
21:48:16, 80
21:48:16, 67
21:48:16, 49
21:48:16, 56
21:48:16, 99
21:48:16, 164
21:48:16, 220
21:48:16, 241
21:48:16, 242
21:48:16, 235
21:48:16, 234
21:48:16, 249
21:48:16, 259
21:48:16, 257
21:48:16, 268
21:48:16, 268
21:48:16, 257
21:48:16, 249
21:48:16, 232
21:48:16, 218
21:48:16, 218
21:48:16, 218
21:48:16, 235
21:48:16, 259
21:48:16, 257
21:48:16, 249
21:48:16, 230
21:48:16, 188
21:48:16, 170
21:48:16, 170
21:48:16, 172
21:48:16, 193
21:48:16, 208
21:48:16, 210
21:48:16, 210
21:48:16, 202
21:48:16, 198
21:48:16, 210
21:48:16, 216
21:48:16, 230
21:48:16, 240
21:48:16, 242
21:48:16, 242
21:48:16, 217
21:48:16, 187
21:48:16, 183
21:48:16, 193
21:48:16, 199
21:48:16, 216
21:48:16, 230
21:48:16, 218
21:48:16, 204
21:48:16, 178
21:48:16, 157
21:48:16, 166
21:48:16, 177
21:48:16, 197
21:48:16, 228
21:48:16, 243
21:48:16, 251
21:48:16, 241
21:48:16, 216
21:48:16, 224
21:48:16, 247
21:48:16, 263
21:48:16, 274
21:48:16, 263
21:48:16, 235
21:48:16, 240
21:48:16, 259
21:48:16, 273
21:48:16, 265
21:48:16, 227
21:48:16, 236
21:48:17, 312
21:48:17, 347
21:48:17, 336
21:48:17, 309
21:48:17, 266
21:48:17, 232
21:48:17, 216
21:48:17, 217
21:48:17, 220
21:48:17, 212
21:48:17, 189
21:48:17, 177
21:48:17, 151
21:48:17, 130
21:48:17, 131
21:48:17, 138
21:48:17, 154
21:48:17, 172
21:48:17, 164
21:48:17, 152
21:48:17, 149
21:48:17, 128
21:48:17, 96
21:48:17, 77
21:48:17, 69
21:48:17, 68
21:48:17, 84
21:48:17, 102
21:48:17, 105
21:48:17, 82
21:48:17, 56
21:48:17, 58
21:48:17, 77
21:48:17, 90
21:48:17, 92
21:48:17, 90
21:48:17, 89
21:48:17, 84
21:48:17, 76
21:48:17, 83
21:48:17, 97
21:48:17, 92
21:48:17, 96
21:48:17, 113
21:48:17, 120
21:48:17, 139
21:48:17, 147
21:48:17, 125
21:48:17, 114
21:48:17, 103
21:48:17, 113
21:48:17, 146
21:48:17, 154
21:48:17, 149
21:48:17, 150
21:48:17, 135
21:48:17, 114
21:48:17, 93
21:48:17, 81
21:48:17, 93
21:48:17, 105
21:48:17, 83
21:48:17, 56
21:48:17, 38
21:48:17, 16
21:48:17, 1
21:48:17, -10
21:48:17, -21
21:48:17, -8
21:48:17, -3
21:48:17, 3
21:48:17, -2
21:48:17, -25
21:48:17, -38
21:48:17, -26
21:48:17, -11
21:48:17, -4
21:48:17, -5
21:48:17, -12
21:48:17, -9
21:48:17, 3
21:48:17, 5
21:48:17, 16
21:48:17, 22
21:48:17, 29
21:48:17, 53
21:48:17, 61
21:48:17, 66
21:48:17, 72
21:48:17, 50
21:48:17, 25
21:48:17, 20
21:48:17, 21
21:48:17, 51
21:48:17, 86
21:48:17, 90
21:48:17, 83
21:48:17, 70
21:48:17, 61
21:48:17, 81
21:48:17, 102
21:48:17, 114
21:48:17, 124
21:48:17, 130
21:48:17, 133
21:48:17, 149
21:48:17, 146
21:48:17, 130
21:48:17, 123
21:48:17, 123
21:48:17, 135
21:48:17, 136
21:48:17, 121
21:48:17, 118
21:48:17, 115
21:48:17, 85
21:48:17, 57
21:48:17, 42
21:48:17, 48
21:48:17, 74
21:48:17, 93
21:48:17, 98
21:48:17, 98
21:48:17, 75
21:48:17, 43
21:48:17, 32
21:48:17, 28
21:48:17, 44
21:48:17, 68
21:48:17, 74
21:48:17, 80
21:48:17, 80
21:48:17, 50
21:48:17, 34
21:48:17, 37
21:48:17, 34
21:48:17, 57
21:48:17, 88
21:48:17, 97
21:48:17, 101
21:48:17, 82
21:48:17, 65
21:48:17, 72
21:48:17, 83
21:48:17, 104
21:48:17, 140
21:48:17, 160
21:48:17, 154
21:48:17, 145
21:48:17, 115
21:48:17, 97
21:48:17, 106
21:48:17, 129
21:48:17, 148
21:48:17, 156
21:48:17, 149
21:48:17, 140
21:48:17, 120
21:48:17, 93
21:48:17, 88
21:48:17, 93
21:48:17, 99
21:48:17, 113
21:48:17, 116
21:48:17, 101
21:48:17, 70
21:48:17, 33
21:48:17, 20
21:48:17, 32
21:48:17, 39
21:48:17, 54
21:48:17, 70
21:48:17, 52
21:48:17, 20
21:48:17, -6
21:48:17, -19
21:48:17, -6
21:48:17, 2
21:48:17, 6
21:48:17, 16
21:48:17, 19
21:48:17, 22
21:48:17, 27
21:48:17, 24
21:48:17, 32
21:48:17, 28
21:48:17, 24
21:48:17, 56
21:48:17, 87
21:48:17, 83
21:48:17, 73
21:48:17, 60
21:48:17, 50
21:48:17, 50
21:48:17, 50
21:48:17, 52
21:48:17, 74
21:48:17, 96
21:48:17, 113
21:48:17, 113
21:48:17, 92
21:48:17, 91
21:48:17, 99
21:48:17, 86
21:48:17, 81
21:48:17, 84
21:48:17, 92
21:48:17, 102
21:48:17, 98
21:48:17, 75
21:48:17, 50
21:48:17, 33
21:48:17, 45
21:48:17, 92
21:48:17, 121
21:48:17, 117
21:48:17, 98
21:48:17, 74
21:48:17, 57
21:48:17, 53
21:48:17, 44
21:48:17, 43
21:48:17, 55
21:48:17, 60
21:48:17, 66
21:48:17, 66
21:48:17, 56
21:48:17, 58
21:48:17, 57
21:48:17, 51
21:48:17, 59
21:48:17, 82
21:48:17, 98
21:48:17, 81
21:48:17, 38
21:48:17, 13
21:48:17, 6
21:48:17, -7
21:48:17, 4
21:48:17, 36
21:48:17, 52
21:48:17, 40
21:48:17, 12
21:48:17, -18
21:48:17, -22
21:48:17, -9
21:48:17, 1
21:48:17, 10
21:48:17, 16
21:48:17, 6
21:48:17, -5
21:48:17, -17
21:48:17, -36
21:48:17, -39
21:48:17, -33
21:48:17, -19
21:48:17, 2
21:48:17, 23
21:48:17, 42
21:48:17, 43
21:48:17, 25
21:48:17, 25
21:48:17, 27
21:48:17, 44
21:48:17, 85
21:48:17, 107
21:48:17, 106
21:48:17, 100
21:48:17, 74
21:48:17, 48
21:48:17, 45
21:48:17, 57
21:48:17, 76
21:48:17, 99
21:48:17, 118
21:48:17, 129
21:48:17, 114
21:48:17, 85
21:48:17, 70
21:48:17, 66
21:48:17, 68
21:48:17, 102
21:48:17, 132
21:48:17, 138
21:48:17, 134
21:48:17, 109
21:48:17, 81
21:48:17, 59
21:48:17, 50
21:48:17, 54
21:48:17, 72
21:48:17, 88
21:48:17, 87
21:48:17, 57
21:48:17, 18
21:48:17, -5
21:48:17, 2
21:48:17, 23
21:48:17, 52
21:48:17, 65
21:48:17, 57
21:48:17, 57
21:48:17, 39
21:48:17, 7
21:48:17, 3
21:48:17, 9
21:48:17, 24
21:48:17, 49
21:48:17, 52
21:48:17, 43
21:48:17, 35
21:48:17, 24
21:48:17, 23
21:48:17, 38
21:48:17, 50
21:48:17, 64
21:48:17, 59
21:48:17, 54
21:48:17, 61
21:48:17, 50
21:48:17, 38
21:48:17, 51
21:48:17, 54
21:48:17, 50
21:48:17, 56
21:48:17, 75
21:48:17, 104
21:48:17, 119
21:48:17, 96
21:48:17, 68
21:48:17, 55
21:48:17, 54
21:48:17, 84
21:48:17, 124
21:48:17, 139
21:48:17, 133
21:48:17, 103
21:48:17, 65
21:48:17, 51
21:48:17, 54
21:48:17, 67
21:48:17, 83
21:48:17, 76
21:48:17, 65
21:48:17, 54
21:48:17, 32
21:48:17, 21
21:48:17, 36
21:48:17, 40
21:48:17, 64
21:48:17, 90
21:48:17, 87
21:48:17, 81
21:48:17, 69
21:48:17, 41
21:48:17, 27
21:48:17, 26
21:48:17, 35
21:48:17, 53
21:48:17, 68
21:48:17, 70
21:48:17, 59
21:48:17, 25
21:48:17, 11
21:48:17, 32
21:48:17, 54
21:48:17, 75
21:48:17, 91
21:48:17, 82
21:48:17, 71
21:48:17, 90
21:48:17, 119
21:48:17, 131
21:48:17, 107
21:48:17, 81
21:48:17, 89
21:48:17, 107
21:48:17, 117
21:48:17, 133
21:48:17, 129
21:48:17, 116
21:48:17, 106
21:48:17, 89
21:48:17, 77
21:48:17, 68
21:48:17, 52
21:48:17, 51
21:48:17, 49
21:48:17, 28
21:48:17, 16
21:48:17, 0
21:48:17, -13
21:48:17, -4
21:48:17, 18
21:48:17, 35
21:48:17, 45
21:48:17, 37
21:48:17, 21
21:48:17, 23
21:48:17, 16
21:48:17, 10
21:48:17, 34
21:48:17, 52
21:48:17, 69
21:48:17, 55
21:48:17, 12
21:48:17, -5
21:48:17, 0
21:48:17, 17
21:48:17, 43
21:48:17, 61
21:48:17, 69
21:48:17, 66
21:48:17, 40
21:48:17, 29
21:48:17, 24
21:48:17, 22
21:48:17, 40
21:48:17, 59
21:48:17, 65
21:48:17, 66
21:48:17, 72
21:48:17, 70
21:48:17, 55
21:48:17, 40
21:48:17, 28
21:48:17, 41
21:48:17, 65
21:48:17, 82
21:48:17, 88
21:48:17, 71
21:48:17, 44
21:48:17, 22
21:48:17, 2
21:48:17, 21
21:48:17, 83
21:48:17, 102
21:48:17, 66
21:48:17, 26
21:48:17, 17
21:48:17, 33
21:48:17, 41
21:48:17, 28
21:48:17, 28
21:48:17, 38
21:48:17, 34
21:48:17, 38
21:48:17, 40
21:48:17, 32
21:48:17, 23
21:48:17, 13
